subj_id,Status,Started.at,Completed.at,Reviewed.at,Archived.at,Time.taken,Completion.code,Total.approvals,Age,Sex,Ethnicity.simplified,Country.of.birth,Country.of.residence,Nationality,Language,Student.status,Employment.status
270441,APPROVED,2023-02-22T16:19:14.786000Z,2023-02-22T16:28:35.870000Z,2023-02-26T08:33:24.829000,2023-02-22T16:28:36.366022Z,562,3092805E,529,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
269621,APPROVED,2023-02-21T14:13:01.311000Z,2023-02-21T14:21:32.794000Z,2023-02-22T10:04:59.794000,2023-02-21T14:21:34.650515Z,512,3092805E,724,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
269343,APPROVED,2023-02-20T19:38:09.970000Z,2023-02-20T19:48:15.184000Z,2023-02-21T07:10:28.465000,2023-02-20T19:48:15.499963Z,606,3092805E,2714,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269322,APPROVED,2023-02-20T18:42:05.961000Z,2023-02-20T18:52:42.037000Z,2023-02-20T19:39:56.947000,2023-02-20T18:52:42.407002Z,637,3092805E,1176,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
269312,APPROVED,2023-02-20T18:29:06.092000Z,2023-02-20T18:44:33.693000Z,2023-02-20T19:39:56.376000,2023-02-20T18:44:34.077616Z,928,3092805E,234,39,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
269347,APPROVED,2023-02-20T19:39:27.489000Z,2023-02-20T19:52:26.501000Z,2023-02-21T07:10:28.700000,2023-02-20T19:52:26.907962Z,780,3092805E,822,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269472,APPROVED,2023-02-21T08:38:57.890000Z,2023-02-21T08:47:34.830000Z,2023-02-21T09:15:03.490000,2023-02-21T08:47:35.216297Z,517,3092805E,1322,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
270460,APPROVED,2023-02-22T17:30:22.508000Z,2023-02-22T17:50:55.560000Z,2023-02-26T08:33:25.035000,2023-02-22T17:50:55.977620Z,1234,3092805E,1117,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
270210,APPROVED,2023-02-21T21:16:07.813000Z,2023-02-21T21:25:09.331000Z,2023-02-22T10:05:03.546000,2023-02-21T21:25:09.815836Z,542,3092805E,587,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269365,APPROVED,2023-02-20T19:46:20.300000Z,2023-02-20T19:58:40.681000Z,2023-02-21T07:10:29.054000,2023-02-20T19:58:41.141182Z,741,3092805E,1585,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
270035,APPROVED,2023-02-21T18:27:14.013000Z,2023-02-21T19:06:23.412000Z,2023-02-22T10:05:02.672000,2023-02-21T19:06:23.841234Z,2350,3092805E,1366,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269331,APPROVED,2023-02-20T18:48:07.029000Z,2023-02-20T19:00:18.392000Z,2023-02-20T19:39:57.172000,2023-02-20T19:00:18.769669Z,732,3092805E,819,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
269555,APPROVED,2023-02-21T12:48:51.853000Z,2023-02-21T13:00:10.480000Z,2023-02-22T10:04:57.002000,2023-02-21T13:00:10.839085Z,679,3092805E,648,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
270592,APPROVED,2023-02-23T10:17:02.943000Z,2023-02-23T10:25:41.419000Z,2023-02-26T08:33:26.129000,2023-02-23T10:25:41.819926Z,519,3092805E,1114,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
269340,APPROVED,2023-02-20T19:30:38.256000Z,2023-02-20T19:41:01.986000Z,2023-02-21T07:10:27.981000,2023-02-20T19:41:02.354400Z,624,3092805E,502,24,Female,Other,United Kingdom,United Kingdom,Qatar,English,Yes,Due to start a new job within the next month
269572,APPROVED,2023-02-21T13:08:29.788000Z,2023-02-21T13:21:20.964000Z,2023-02-22T10:04:58.052000,2023-02-21T13:21:21.363166Z,772,3092805E,827,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269608,APPROVED,2023-02-21T14:00:27.477000Z,2023-02-21T14:13:18.090000Z,2023-02-22T10:04:59.450000,2023-02-21T14:13:18.438214Z,771,3092805E,717,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
269262,APPROVED,2023-02-20T17:00:38.412000Z,2023-02-20T17:11:02.775000Z,2023-02-20T17:30:14.049000,2023-02-20T17:11:03.209760Z,625,3092805E,1174,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
269478,APPROVED,2023-02-21T08:42:25.804000Z,2023-02-21T08:51:18.288000Z,2023-02-21T09:15:03.276000,2023-02-21T08:51:18.609105Z,533,3092805E,859,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
270746,APPROVED,2023-02-23T15:09:13.816000Z,2023-02-23T15:19:10.347000Z,2023-02-26T08:33:26.851000,2023-02-23T15:19:10.764460Z,597,3092805E,663,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
270280,APPROVED,2023-02-22T09:19:10.939000Z,2023-02-22T09:30:24.653000Z,2023-02-22T10:05:04.621000,2023-02-22T09:30:25.059572Z,674,3092805E,895,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
269614,APPROVED,2023-02-21T14:01:17.693000Z,2023-02-21T14:17:58.727000Z,2023-02-22T10:04:59.366000,2023-02-21T14:17:59.336284Z,1002,3092805E,1290,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269361,APPROVED,2023-02-20T19:43:16.194000Z,2023-02-20T19:57:12.389000Z,2023-02-21T07:10:30.213000,2023-02-20T19:57:17.766664Z,837,3092805E,1436,37,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Other
270206,APPROVED,2023-02-21T21:10:41.177000Z,2023-02-21T21:21:46.785000Z,2023-02-22T10:05:03.353000,2023-02-21T21:21:49.450376Z,666,3092805E,896,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269455,APPROVED,2023-02-21T08:21:11.916000Z,2023-02-21T08:32:01.670000Z,2023-02-21T08:43:43.034000,2023-02-21T08:32:02.006236Z,650,3092805E,955,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
269351,APPROVED,2023-02-20T19:40:43.077000Z,2023-02-20T20:07:45.426000Z,2023-02-21T07:10:29.165000,2023-02-20T20:07:45.816983Z,1623,3092805E,1355,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269634,APPROVED,2023-02-21T14:30:27.293000Z,2023-02-21T14:41:10.740000Z,2023-02-22T10:05:00.501000,2023-02-21T14:41:13.017912Z,644,3092805E,1755,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269566,APPROVED,2023-02-21T13:00:57.986000Z,2023-02-21T13:12:04.647000Z,2023-02-22T10:04:57.619000,2023-02-21T13:12:04.984890Z,667,3092805E,365,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
269469,APPROVED,2023-02-21T08:31:19.722000Z,2023-02-21T08:39:04.002000Z,2023-02-21T08:43:43.533000,2023-02-21T08:39:04.423122Z,465,3092805E,1400,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269574,APPROVED,2023-02-21T13:11:16.677000Z,2023-02-21T13:20:52.645000Z,2023-02-22T10:04:58.137000,2023-02-21T13:20:53.005579Z,576,3092805E,1330,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269350,APPROVED,2023-02-20T19:39:50.145000Z,2023-02-20T19:50:17.437000Z,2023-02-21T07:10:29.627000,2023-02-20T19:50:17.865143Z,628,3092805E,1259,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
270267,APPROVED,2023-02-22T08:44:30.026000Z,2023-02-22T08:55:25.559000Z,2023-02-22T10:05:04.322000,2023-02-22T08:55:25.886289Z,656,3092805E,952,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
269543,APPROVED,2023-02-21T12:16:17.645000Z,2023-02-21T12:24:24.040000Z,2023-02-21T12:43:58.252000,2023-02-21T12:24:24.511729Z,487,3092805E,622,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
269373,APPROVED,2023-02-20T20:02:39.660000Z,2023-02-20T20:13:39.582000Z,2023-02-21T07:10:30.573000,2023-02-20T20:13:39.960190Z,660,3092805E,2016,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269332,APPROVED,2023-02-20T18:50:00.092000Z,2023-02-20T19:03:56.327000Z,2023-02-20T19:39:56.490000,2023-02-20T19:03:57.593008Z,837,3092805E,1505,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269324,APPROVED,2023-02-20T18:42:22.522000Z,2023-02-20T18:52:15.786000Z,2023-02-20T19:39:56.604000,2023-02-20T18:52:16.129873Z,594,3092805E,1093,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269867,APPROVED,2023-02-21T18:00:39.116000Z,2023-02-21T18:09:04.571000Z,2023-02-22T10:05:02.578000,2023-02-21T18:09:05.030782Z,506,3092805E,222,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269348,APPROVED,2023-02-20T19:39:28.754000Z,2023-02-20T20:02:14.871000Z,2023-02-21T07:10:28.585000,2023-02-20T20:02:16.365303Z,1367,3092805E,1384,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
269709,APPROVED,2023-02-21T14:43:21.765000Z,2023-02-21T14:52:31.375000Z,2023-02-22T10:05:00.766000,2023-02-21T14:52:31.999749Z,550,3092805E,620,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
270419,APPROVED,2023-02-22T15:02:41.517000Z,2023-02-22T15:14:18.023000Z,2023-02-26T08:33:24.340000,2023-02-22T15:14:18.422738Z,697,3092805E,290,24,Female,White,South Africa,United Kingdom,France,English,No,Full-Time
269352,APPROVED,2023-02-20T19:40:47.894000Z,2023-02-20T19:51:12.915000Z,2023-02-21T07:10:29.739000,2023-02-20T19:51:13.310054Z,626,3092805E,1541,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269554,APPROVED,2023-02-21T12:47:34.642000Z,2023-02-21T12:55:11.320000Z,2023-02-22T10:04:56.833000,2023-02-21T12:55:11.787896Z,457,3092805E,596,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
270459,APPROVED,2023-02-22T17:33:43.499000Z,2023-02-22T17:44:32.441000Z,2023-02-26T08:33:25.136000,2023-02-22T17:44:32.903696Z,649,3092805E,814,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
269559,APPROVED,2023-02-21T12:54:18.064000Z,2023-02-21T13:05:26.224000Z,2023-02-22T10:04:57.266000,2023-02-21T13:05:26.759050Z,669,3092805E,1421,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
269533,APPROVED,2023-02-21T11:55:32.259000Z,2023-02-21T12:14:24.839000Z,2023-02-21T12:44:15.173000,2023-02-21T12:14:25.272460Z,1133,3092805E,446,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
270079,APPROVED,2023-02-21T19:01:34.982000Z,2023-02-21T19:22:23.179000Z,2023-02-22T10:05:02.853000,2023-02-21T19:22:23.573433Z,1249,3092805E,1594,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
270435,APPROVED,2023-02-22T16:01:08.902000Z,2023-02-22T16:14:22.830000Z,2023-02-26T08:33:24.733000,2023-02-22T16:14:23.738817Z,794,3092805E,785,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
270208,APPROVED,2023-02-21T21:13:04.230000Z,2023-02-21T21:23:50.016000Z,2023-02-22T10:05:03.449000,2023-02-21T21:23:52.061676Z,646,3092805E,572,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
270033,APPROVED,2023-02-21T18:51:58.896000Z,2023-02-21T19:01:40.971000Z,2023-02-22T10:05:02.764000,2023-02-21T19:01:41.478025Z,583,3092805E,593,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
270692,APPROVED,2023-02-23T14:43:06.085000Z,2023-02-23T14:58:13.233000Z,2023-02-26T08:33:26.753000,2023-02-23T14:58:13.679199Z,908,3092805E,928,34,Female,White,Germany,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
269625,APPROVED,2023-02-21T14:19:20.084000Z,2023-02-21T14:33:20.186000Z,2023-02-22T10:05:00.066000,2023-02-21T14:33:20.601231Z,841,3092805E,1232,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
269309,APPROVED,2023-02-20T18:23:43.158000Z,2023-02-20T18:44:27.205000Z,2023-02-20T19:39:56.261000,2023-02-20T18:44:27.966862Z,1245,3092805E,1238,40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
269586,APPROVED,2023-02-21T13:32:43.621000Z,2023-02-21T13:41:37.612000Z,2023-02-22T10:04:58.747000,2023-02-21T13:41:38.097713Z,534,3092805E,323,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
269568,APPROVED,2023-02-21T13:02:48.985000Z,2023-02-21T13:14:28.545000Z,2023-02-22T10:04:57.875000,2023-02-21T13:14:28.971169Z,700,3092805E,371,22,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
269620,APPROVED,2023-02-21T14:10:43.460000Z,2023-02-21T14:21:00.474000Z,2023-02-22T10:04:59.706000,2023-02-21T14:21:03.852935Z,618,3092805E,247,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
269565,APPROVED,2023-02-21T13:00:53.735000Z,2023-02-21T13:15:29.463000Z,2023-02-22T10:04:57.700000,2023-02-21T13:15:29.839318Z,876,3092805E,678,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
269362,APPROVED,2023-02-20T19:43:35.266000Z,2023-02-20T20:00:34.682000Z,2023-02-21T07:10:29.859000,2023-02-20T20:00:36.759463Z,1020,3092805E,2025,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269637,APPROVED,2023-02-21T14:34:04.732000Z,2023-02-21T14:45:08.709000Z,2023-02-22T10:05:00.417000,2023-02-21T14:45:09.130804Z,664,3092805E,352,32,Female,White,United States,United Kingdom,Belgium,English,No,Part-Time
269583,APPROVED,2023-02-21T13:28:26.034000Z,2023-02-21T13:41:54.201000Z,2023-02-22T10:04:58.486000,2023-02-21T13:41:54.585968Z,809,3092805E,672,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
270677,APPROVED,2023-02-23T14:18:36.297000Z,2023-02-23T14:27:36.765000Z,2023-02-26T08:33:26.648000,2023-02-23T14:27:37.173664Z,541,3092805E,305,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
270432,APPROVED,2023-02-22T15:34:59.369000Z,2023-02-22T15:45:23.177000Z,2023-02-26T08:33:24.537000,2023-02-22T15:45:23.549452Z,624,3092805E,948,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
269427,APPROVED,2023-02-21T07:23:50.478000Z,2023-02-21T07:35:49.366000Z,2023-02-21T08:43:42.626000,2023-02-21T07:35:49.814656Z,719,3092805E,1081,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
269581,APPROVED,2023-02-21T13:27:46.221000Z,2023-02-21T13:41:34.741000Z,2023-02-22T10:04:58.402000,2023-02-21T13:41:35.163928Z,829,3092805E,581,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269346,APPROVED,2023-02-20T19:38:00.817000Z,2023-02-20T19:51:37.026000Z,2023-02-21T07:10:28.343000,2023-02-20T19:51:37.427452Z,817,3092805E,440,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
270507,APPROVED,2023-02-22T21:05:47.206000Z,2023-02-22T21:15:49.706000Z,2023-02-26T08:33:25.535000,2023-02-22T21:15:50.106325Z,603,3092805E,559,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
270173,APPROVED,2023-02-21T19:41:19.037000Z,2023-02-21T19:53:36.872000Z,2023-02-22T10:05:03.048000,2023-02-21T19:53:37.284174Z,738,3092805E,396,23,Female,Asian,Brunei Darussalam,United Kingdom,United Kingdom,English,Yes,Part-Time
269755,APPROVED,2023-02-21T15:03:02.611000Z,2023-02-21T15:14:02.470000Z,2023-02-22T10:05:00.956000,2023-02-21T15:14:02.832302Z,660,3092805E,434,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Other
269428,APPROVED,2023-02-21T07:24:03.560000Z,2023-02-21T07:33:16.893000Z,2023-02-21T08:43:42.325000,2023-02-21T07:33:17.210054Z,554,3092805E,642,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
271292,APPROVED,2023-02-25T18:21:16.752000Z,2023-02-25T18:33:00.164000Z,2023-02-26T08:33:26.946000,2023-02-25T18:33:00.511717Z,704,3092805E,377,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269372,APPROVED,2023-02-20T19:39:19.616000Z,2023-02-20T20:22:20.479000Z,2023-02-21T07:10:29.400000,2023-02-20T20:22:20.981906Z,2581,3092805E,1007,30,Female,Black,Ghana,United Kingdom,United Kingdom,English,Yes,Part-Time
269280,APPROVED,2023-02-20T17:31:18.869000Z,2023-02-20T17:39:23.403000Z,2023-02-20T17:57:47.298000,2023-02-20T17:39:23.796868Z,485,3092805E,556,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269299,APPROVED,2023-02-20T18:17:25.995000Z,2023-02-20T18:32:58.692000Z,2023-02-20T18:33:41.453000,2023-02-20T18:32:59.063302Z,933,3092805E,1376,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
269463,APPROVED,2023-02-21T08:24:59.359000Z,2023-02-21T08:32:47.631000Z,2023-02-21T08:43:43.233000,2023-02-21T08:32:47.978260Z,469,3092805E,313,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
269364,APPROVED,2023-02-20T19:41:20.385000Z,2023-02-20T19:54:01.864000Z,2023-02-21T07:10:29.979000,2023-02-20T19:54:02.237194Z,762,3092805E,1250,33,Male,White,Switzerland,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
